"site" "tree" "height" "id" "sp" "sample" "code_habit1" "Ramicaule" "Pseudobulb" "Monopodial" "LeafyStem" "empty" "habit1"
"215" "LH" "F09" "E5" "318" "Stelis spathulata" "F09_E5" "5" "1" "0" "0" "0" "0" "Ramicaule"
"216" "LH" "F09" "E5" "319" "Stelis spathulata" "F09_E5" "5" "1" "0" "0" "0" "0" "Ramicaule"
"217" "LH" "F09" "E5" "320" "Stelis spathulata" "F09_E5" "5" "1" "0" "0" "0" "0" "Ramicaule"
"218" "LH" "F09" "E5" "321" "Sygmatostalix sergii" "F09_E5" "5" "1" "0" "0" "0" "0" "Ramicaule"
"219" "LH" "F09" "E5" "322" "Sygmatostalix sergii" "F09_E5" "5" "1" "0" "0" "0" "0" "Ramicaule"
"220" "LH" "F09" "E5" "323" "Lepanthes sp.2" "F09_E5" "5" "1" "0" "0" "0" "0" "Ramicaule"
"221" "LH" "F09" "E5" "324" "Oncidium pictum" "F09_E5" "4" "0" "1" "0" "0" "0" "Pseudobulb"
"222" "LH" "F09" "E5" "325" "Lepanthes sp.3" "F09_E5" "5" "1" "0" "0" "0" "0" "Ramicaule"
"223" "LH" "F09" "E5" "326" "Lepanthes sp.3" "F09_E5" "5" "1" "0" "0" "0" "0" "Ramicaule"
"224" "LH" "F09" "E3" "327" "Stelis spathulata" "F09_E3" "5" "1" "0" "0" "0" "0" "Ramicaule"
"225" "LH" "F09" "E3" "329" "Stelis spathulata" "F09_E3" "5" "1" "0" "0" "0" "0" "Ramicaule"
"226" "LH" "F09" "E3" "330" "Stelis spathulata" "F09_E3" "5" "1" "0" "0" "0" "0" "Ramicaule"
"227" "LH" "F09" "E3" "331" "Restrepia antennifera" "F09_E3" "5" "1" "0" "0" "0" "0" "Ramicaule"
"228" "LH" "F09" "E3" "332" "Cryptocentrum latifolium" "F09_E3" "3" "0" "0" "1" "0" "0" "Monopodial"
"229" "LH" "F09" "E3" "333" "Lepanthopsis floripecten" "F09_E3" "5" "1" "0" "0" "0" "0" "Ramicaule"
"230" "LH" "F09" "E3" "334" "Lepanthopsis floripecten" "F09_E3" "5" "1" "0" "0" "0" "0" "Ramicaule"
"231" "LH" "F09" "E3" "335" "Lepanthopsis floripecten" "F09_E3" "5" "1" "0" "0" "0" "0" "Ramicaule"
"232" "LH" "F09" "E3" "336" "Lepanthopsis floripecten" "F09_E3" "5" "1" "0" "0" "0" "0" "Ramicaule"
"233" "LH" "F09" "E3" "337" "Lepanthes sp.1" "F09_E3" "5" "1" "0" "0" "0" "0" "Ramicaule"
"234" "LH" "F09" "E2" "339" "Dichaea hystricina" "F09_E2" "2" "0" "0" "0" "1" "0" "Leafy stem"
"235" "LH" "F09" "E2" "340" "Dichaea hystricina" "F09_E2" "2" "0" "0" "0" "1" "0" "Leafy stem"
"236" "LH" "F09" "E1" "341" "Restrepia antennifera" "F09_E1" "5" "1" "0" "0" "0" "0" "Ramicaule"
"237" "LH" "F09" "E1" "342" "Lepanthes sp.2" "F09_E1" "5" "1" "0" "0" "0" "0" "Ramicaule"
"238" "LH" "F09" "E1" "343" "Lepanthes sp.2" "F09_E1" "5" "1" "0" "0" "0" "0" "Ramicaule"
"239" "LH" "F09" "E1" "344" "Lepanthes sp.2" "F09_E1" "5" "1" "0" "0" "0" "0" "Ramicaule"
"240" "LH" "F09" "E1" "345" "Restrepia antennifera" "F09_E1" "5" "1" "0" "0" "0" "0" "Ramicaule"
"241" "LH" "F09" "E1" "346" "Lepanthes sp.2" "F09_E1" "5" "1" "0" "0" "0" "0" "Ramicaule"
"242" "LH" "F09" "E1" "347" "Stelis sp.2" "F09_E1" "5" "1" "0" "0" "0" "0" "Ramicaule"
"243" "LH" "F08" "E2" "349" "Campylocentrum micranthum" "F08_E2" "2" "0" "0" "0" "1" "0" "Leafy stem"
"244" "LH" "F08" "E2" "350" "Campylocentrum micranthum" "F08_E2" "2" "0" "0" "0" "1" "0" "Leafy stem"
"245" "LH" "F08" "E3" "352" "Oncidium pictum" "F08_E3" "4" "0" "1" "0" "0" "0" "Pseudobulb"
"246" "LH" "F08" "E3" "353" "Stelis spathulata" "F08_E3" "5" "1" "0" "0" "0" "0" "Ramicaule"
"247" "LH" "F08" "E3" "354" "Lepanthes sp.2" "F08_E3" "5" "1" "0" "0" "0" "0" "Ramicaule"
"248" "LH" "F08" "E3" "355" "Stelis spathulata" "F08_E3" "5" "1" "0" "0" "0" "0" "Ramicaule"
"249" "LH" "F08" "E3" "356" "Campylocentrum micranthum" "F08_E3" "2" "0" "0" "0" "1" "0" "Leafy stem"
"250" "LH" "F08" "E3" "357" "Campylocentrum micranthum" "F08_E3" "2" "0" "0" "0" "1" "0" "Leafy stem"
"251" "LH" "F08" "E3" "358" "Campylocentrum micranthum" "F08_E3" "2" "0" "0" "0" "1" "0" "Leafy stem"
"252" "LH" "F08" "E3" "359" "Stelis spathulata" "F08_E3" "5" "1" "0" "0" "0" "0" "Ramicaule"
"253" "LH" "F08" "E3" "360" "Restrepia antennifera" "F08_E3" "5" "1" "0" "0" "0" "0" "Ramicaule"
"254" "LH" "F08" "E3" "361" "Restrepia antennifera" "F08_E3" "5" "1" "0" "0" "0" "0" "Ramicaule"
"255" "LH" "F08" "E4" "362" "Oncidium pictum" "F08_E4" "4" "0" "1" "0" "0" "0" "Pseudobulb"
"256" "LH" "F08" "E4" "364" "Restrepia antennifera" "F08_E4" "5" "1" "0" "0" "0" "0" "Ramicaule"
"257" "LH" "F08" "E4" "365" "Restrepia antennifera" "F08_E4" "5" "1" "0" "0" "0" "0" "Ramicaule"
"258" "LH" "F08" "E4" "366" "Restrepia antennifera" "F08_E4" "5" "1" "0" "0" "0" "0" "Ramicaule"
"259" "LH" "F08" "E4" "368" "Stelis spathulata" "F08_E4" "5" "1" "0" "0" "0" "0" "Ramicaule"
"260" "LH" "F08" "E4" "369" "Stelis spathulata" "F08_E4" "5" "1" "0" "0" "0" "0" "Ramicaule"
"261" "LH" "F08" "E4" "370" "Lepanthes sp.2" "F08_E4" "5" "1" "0" "0" "0" "0" "Ramicaule"
"262" "LH" "F08" "E4" "371" "Oncidium pictum" "F08_E4" "4" "0" "1" "0" "0" "0" "Pseudobulb"
"263" "LH" "F08" "E4" "372" "Campylocentrum micranthum" "F08_E4" "2" "0" "0" "0" "1" "0" "Leafy stem"
"264" "LH" "F08" "E4" "373" "Campylocentrum micranthum" "F08_E4" "2" "0" "0" "0" "1" "0" "Leafy stem"
"265" "LH" "F08" "E4" "374" "Campylocentrum micranthum" "F08_E4" "2" "0" "0" "0" "1" "0" "Leafy stem"
"266" "LH" "F08" "E4" "375" "Lepanthes sp.2" "F08_E4" "5" "1" "0" "0" "0" "0" "Ramicaule"
"267" "LH" "F08" "E5" "379" "Restrepia antennifera" "F08_E5" "5" "1" "0" "0" "0" "0" "Ramicaule"
"268" "LH" "F08" "E5" "380" "Restrepia antennifera" "F08_E5" "5" "1" "0" "0" "0" "0" "Ramicaule"
"269" "LH" "F08" "E5" "381" "Restrepia antennifera" "F08_E5" "5" "1" "0" "0" "0" "0" "Ramicaule"
"270" "LH" "F08" "E5" "382" "Lepanthes sp.2" "F08_E5" "5" "1" "0" "0" "0" "0" "Ramicaule"
"271" "LH" "F08" "E5" "383" "Stelis spathulata" "F08_E5" "5" "1" "0" "0" "0" "0" "Ramicaule"
"272" "LH" "F08" "E5" "384" "Stelis spathulata" "F08_E5" "5" "1" "0" "0" "0" "0" "Ramicaule"
"273" "LH" "F08" "E5" "385" "Stelis spathulata" "F08_E5" "5" "1" "0" "0" "0" "0" "Ramicaule"
"274" "RY" "F11" "E1" "110" "Pleurothallis hystrix" "F11_E1" "5" "1" "0" "0" "0" "0" "Ramicaule"
"275" "RY" "F11" "E1" "111" "Stelis argentata" "F11_E1" "5" "1" "0" "0" "0" "0" "Ramicaule"
"276" "RY" "F11" "E1" "112" "Lankesteriana cuspidata" "F11_E1" "5" "1" "0" "0" "0" "0" "Ramicaule"
"277" "RY" "F11" "E1" "113" "Lankesteriana cuspidata" "F11_E1" "5" "1" "0" "0" "0" "0" "Ramicaule"
"278" "RY" "F11" "E1" "114" "Lankesteriana cuspidata" "F11_E1" "5" "1" "0" "0" "0" "0" "Ramicaule"
"279" "RY" "F11" "E1" "115" "Epidendrum RY" "F11_E1" "5" "1" "0" "0" "0" "0" "Ramicaule"
"280" "RY" "F11" "E3" "116" "Pleurothallis hystrix" "F11_E3" "5" "1" "0" "0" "0" "0" "Ramicaule"
"281" "RY" "F11" "E3" "118" "Mormolyca rufescens" "F11_E3" "4" "0" "1" "0" "0" "0" "Pseudobulb"
"282" "RY" "F11" "E3" "119" "Stelis spathulata" "F11_E3" "5" "1" "0" "0" "0" "0" "Ramicaule"
"283" "RY" "F11" "E3" "120" "Stelis spathulata" "F11_E3" "5" "1" "0" "0" "0" "0" "Ramicaule"
"284" "RY" "F11" "E2" "122" "Stelis spathulata" "F11_E2" "5" "1" "0" "0" "0" "0" "Ramicaule"
"285" "RY" "F11" "E2" "123" "Stelis spathulata" "F11_E2" "5" "1" "0" "0" "0" "0" "Ramicaule"
"286" "RY" "F11" "E2" "124" "Stelis spathulata" "F11_E2" "5" "1" "0" "0" "0" "0" "Ramicaule"
"287" "RY" "F11" "E2" "125" "Maxillaria ochracea" "F11_E2" "4" "0" "1" "0" "0" "0" "Pseudobulb"
"288" "RY" "F11" "E2" "126" "Stelis sp.1" "F11_E2" "5" "1" "0" "0" "0" "0" "Ramicaule"
"289" "RY" "F11" "E2" "127" "Stelis sp.1" "F11_E2" "5" "1" "0" "0" "0" "0" "Ramicaule"
"290" "RY" "F11" "E2" "128" "Pleurothallis hystrix" "F11_E2" "5" "1" "0" "0" "0" "0" "Ramicaule"
"291" "RY" "F11" "E5" "129" "Oncidium adelaide" "F11_E5" "4" "0" "1" "0" "0" "0" "Pseudobulb"
"292" "RY" "F11" "E5" "130" "Mormolyca rufescens" "F11_E5" "4" "0" "1" "0" "0" "0" "Pseudobulb"
"293" "RY" "F11" "E5" "131" "Mormolyca rufescens" "F11_E5" "4" "0" "1" "0" "0" "0" "Pseudobulb"
"294" "RY" "F11" "E5" "132" "Mormolyca rufescens" "F11_E5" "4" "0" "1" "0" "0" "0" "Pseudobulb"
"295" "RY" "F11" "E5" "133" "Stelis argentata" "F11_E5" "5" "1" "0" "0" "0" "0" "Ramicaule"
"296" "RY" "F11" "E5" "134" "Stelis argentata" "F11_E5" "5" "1" "0" "0" "0" "0" "Ramicaule"
"297" "RY" "F11" "E5" "136" "Pleurothallis tripterantha" "F11_E5" "5" "1" "0" "0" "0" "0" "Ramicaule"
"298" "RY" "F11" "E5" "137" "Stelis spathulata" "F11_E5" "5" "1" "0" "0" "0" "0" "Ramicaule"
"299" "RY" "F11" "E4" "138" "Stelis sp.2" "F11_E4" "5" "1" "0" "0" "0" "0" "Ramicaule"
"300" "RY" "F11" "E4" "140" "Stelis sp.2" "F11_E4" "5" "1" "0" "0" "0" "0" "Ramicaule"
"301" "RY" "F11" "E4" "141" "Stelis sp.2" "F11_E4" "5" "1" "0" "0" "0" "0" "Ramicaule"
"302" "RY" "F11" "E4" "142" "Stelis spathulata" "F11_E4" "5" "1" "0" "0" "0" "0" "Ramicaule"
"303" "RY" "F11" "E4" "143" "Stelis spathulata" "F11_E4" "5" "1" "0" "0" "0" "0" "Ramicaule"
"304" "RY" "F11" "E4" "144" "Stelis spathulata" "F11_E4" "5" "1" "0" "0" "0" "0" "Ramicaule"
"305" "RY" "F11" "E4" "145" "Stelis spathulata" "F11_E4" "5" "1" "0" "0" "0" "0" "Ramicaule"
"306" "RY" "F11" "E4" "146" "Mormolyca rufescens" "F11_E4" "4" "0" "1" "0" "0" "0" "Pseudobulb"
"307" "RY" "F10" "E5" "147" "Pleurothallis hystrix" "F10_E5" "5" "1" "0" "0" "0" "0" "Ramicaule"
"308" "RY" "F10" "E5" "148" "Stelis spathulata" "F10_E5" "5" "1" "0" "0" "0" "0" "Ramicaule"
"309" "RY" "F10" "E5" "149" "Stelis argentata" "F10_E5" "5" "1" "0" "0" "0" "0" "Ramicaule"
"310" "RY" "F10" "E5" "150" "Maxillaria ochracea" "F10_E5" "4" "0" "1" "0" "0" "0" "Pseudobulb"
"311" "RY" "F10" "E5" "152" "Oncidium adelaide" "F10_E5" "4" "0" "1" "0" "0" "0" "Pseudobulb"
"312" "RY" "F10" "E5" "153" "Maxillaria fritzii" "F10_E5" "4" "0" "1" "0" "0" "0" "Pseudobulb"
"313" "RY" "F10" "E5" "154" "Maxillaria ochracea" "F10_E5" "4" "0" "1" "0" "0" "0" "Pseudobulb"
"314" "RY" "F10" "E5" "156" "Pleurothallis hystrix" "F10_E5" "5" "1" "0" "0" "0" "0" "Ramicaule"
"315" "RY" "F10" "E5" "157" "Pleurothallis hystrix" "F10_E5" "5" "1" "0" "0" "0" "0" "Ramicaule"
"316" "RY" "F10" "E5" "158" "Epidendrum porpax" "F10_E5" "2" "0" "0" "0" "1" "0" "Leafy stem"
"317" "RY" "F10" "E5" "159" "Epidendrum porpax" "F10_E5" "2" "0" "0" "0" "1" "0" "Leafy stem"
"318" "RY" "F10" "E5" "160" "Epidendrum porpax" "F10_E5" "2" "0" "0" "0" "1" "0" "Leafy stem"
"319" "RY" "F10" "E2" "161" "Oncidium adelaide" "F10_E2" "4" "0" "1" "0" "0" "0" "Pseudobulb"
"320" "RY" "F10" "E2" "162" "Campylocentrum micranthum" "F10_E2" "2" "0" "0" "0" "1" "0" "Leafy stem"
"321" "RY" "F10" "E2" "163" "Campylocentrum micranthum" "F10_E2" "2" "0" "0" "0" "1" "0" "Leafy stem"
"322" "RY" "F10" "E2" "164" "Campylocentrum micranthum" "F10_E2" "2" "0" "0" "0" "1" "0" "Leafy stem"
"323" "RY" "F10" "E1" "165" "Campylocentrum micranthum" "F10_E1" "2" "0" "0" "0" "1" "0" "Leafy stem"
"324" "RY" "F13" "E5" "166" "Stelis spathulata" "F13_E5" "5" "1" "0" "0" "0" "0" "Ramicaule"
"325" "RY" "F13" "E5" "167" "Stelis spathulata" "F13_E5" "5" "1" "0" "0" "0" "0" "Ramicaule"
"326" "RY" "F13" "E5" "169" "Maxillaria" "F13_E5" "4" "0" "1" "0" "0" "0" "Pseudobulb"
"327" "RY" "F13" "E5" "171" "Stelis spathulata" "F13_E5" "5" "1" "0" "0" "0" "0" "Ramicaule"
"328" "RY" "F13" "E5" "173" "Stelis popayanensis" "F13_E5" "5" "1" "0" "0" "0" "0" "Ramicaule"
"329" "RY" "F13" "E5" "174" "Stelis popayanensis" "F13_E5" "5" "1" "0" "0" "0" "0" "Ramicaule"
"330" "RY" "F13" "E5" "175" "Stelis popayanensis" "F13_E5" "5" "1" "0" "0" "0" "0" "Ramicaule"
"331" "RY" "F13" "E5" "177" "Maxillaria ochracea" "F13_E5" "4" "0" "1" "0" "0" "0" "Pseudobulb"
"332" "RY" "F13" "E5" "178" "Stelis vulcanica" "F13_E5" "5" "1" "0" "0" "0" "0" "Ramicaule"
"333" "RY" "F13" "E5" "180" "Stelis sp.2" "F13_E5" "5" "1" "0" "0" "0" "0" "Ramicaule"
"334" "RY" "F13" "E4" "181" "Epidendrum porpax" "F13_E4" "2" "0" "0" "0" "1" "0" "Leafy stem"
"335" "RY" "F13" "E2" "182" "Myoxanthus affinis" "F13_E2" "5" "1" "0" "0" "0" "0" "Ramicaule"
"336" "RY" "F13" "E2" "183" "Stelis spathulata" "F13_E2" "5" "1" "0" "0" "0" "0" "Ramicaule"
"337" "RY" "F13" "E2" "184" "Stelis spathulata" "F13_E2" "5" "1" "0" "0" "0" "0" "Ramicaule"
"338" "RY" "F13" "E2" "185" "Stelis spathulata" "F13_E2" "5" "1" "0" "0" "0" "0" "Ramicaule"
"339" "RY" "F13" "E2" "186" "Stelis spathulata" "F13_E2" "5" "1" "0" "0" "0" "0" "Ramicaule"
"340" "RY" "F13" "E2" "187" "Stelis argentata" "F13_E2" "5" "1" "0" "0" "0" "0" "Ramicaule"
"341" "RY" "F13" "E2" "188" "Stelis argentata" "F13_E2" "5" "1" "0" "0" "0" "0" "Ramicaule"
"342" "RY" "F13" "E2" "189" "Stelis vulcanica" "F13_E2" "5" "1" "0" "0" "0" "0" "Ramicaule"
"343" "RY" "F14" "E3" "192" "Stelis spathulata" "F14_E3" "5" "1" "0" "0" "0" "0" "Ramicaule"
"344" "RY" "F14" "E3" "193" "Stelis spathulata" "F14_E3" "5" "1" "0" "0" "0" "0" "Ramicaule"
"345" "RY" "F14" "E3" "194" "Stelis argentata" "F14_E3" "5" "1" "0" "0" "0" "0" "Ramicaule"
"346" "RY" "F14" "E3" "195" "Stelis argentata" "F14_E3" "5" "1" "0" "0" "0" "0" "Ramicaule"
"347" "RY" "F14" "E3" "196" "Stelis spathulata" "F14_E3" "5" "1" "0" "0" "0" "0" "Ramicaule"
"348" "RY" "F14" "E3" "197" "Stelis spathulata" "F14_E3" "5" "1" "0" "0" "0" "0" "Ramicaule"
"349" "RY" "F14" "E3" "199" "Stelis argentata" "F14_E3" "5" "1" "0" "0" "0" "0" "Ramicaule"
"350" "RY" "F14" "E4" "200" "Stelis spathulata" "F14_E4" "5" "1" "0" "0" "0" "0" "Ramicaule"
"351" "RY" "F14" "E4" "201" "Stelis spathulata" "F14_E4" "5" "1" "0" "0" "0" "0" "Ramicaule"
"352" "RY" "F14" "E4" "202b" "Stelis spathulata" "F14_E4" "5" "1" "0" "0" "0" "0" "Ramicaule"
"353" "RY" "F14" "E4" "204" "Pleurothallis hystrix" "F14_E4" "5" "1" "0" "0" "0" "0" "Ramicaule"
"354" "RY" "F14" "E3" "205" "Stelis vulcanica" "F14_E3" "5" "1" "0" "0" "0" "0" "Ramicaule"
"355" "RY" "F14" "E4" "206" "Stelis argentata" "F14_E4" "5" "1" "0" "0" "0" "0" "Ramicaule"
"356" "RY" "F14" "E5" "207" "Pleurothallis hystrix" "F14_E5" "5" "1" "0" "0" "0" "0" "Ramicaule"
"357" "RY" "F14" "E5" "208" "Pleurothallis hystrix" "F14_E5" "5" "1" "0" "0" "0" "0" "Ramicaule"
"358" "RY" "F14" "E5" "209" "Pleurothallis hystrix" "F14_E5" "5" "1" "0" "0" "0" "0" "Ramicaule"
"359" "RY" "F14" "E5" "210" "Stelis argentata" "F14_E5" "5" "1" "0" "0" "0" "0" "Ramicaule"
"360" "RY" "F14" "E2" "212" "Epidendrum RY" "F14_E2" "1" "0" "0" "0" "0" "1" ""
"361" "RY" "F14" "E1" "213" "Cryptocentrum latifolium" "F14_E1" "3" "0" "0" "1" "0" "0" "Monopodial"
"362" "RY" "F14" "E1" "214" "Cryptocentrum latifolium" "F14_E1" "3" "0" "0" "1" "0" "0" "Monopodial"
"363" "RY" "F14" "E1" "215" "Pleurothallis hystrix" "F14_E1" "5" "1" "0" "0" "0" "0" "Ramicaule"
"364" "RY" "F15" "E2" "510" "Stelis argentata" "F15_E2" "5" "1" "0" "0" "0" "0" "Ramicaule"
"365" "RY" "F15" "E2" "511" "Stelis argentata" "F15_E2" "5" "1" "0" "0" "0" "0" "Ramicaule"
"366" "RY" "F15" "E2" "512" "Stelis argentata" "F15_E2" "5" "1" "0" "0" "0" "0" "Ramicaule"
"367" "RY" "F15" "E2" "513" "Stelis argentata" "F15_E2" "5" "1" "0" "0" "0" "0" "Ramicaule"
"368" "RY" "F15" "E2" "514" "Stelis argentata" "F15_E2" "5" "1" "0" "0" "0" "0" "Ramicaule"
"369" "RY" "F15" "E2" "515" "Stelis spathulata" "F15_E2" "5" "1" "0" "0" "0" "0" "Ramicaule"
"370" "RY" "F15" "E2" "516" "Lankesteriana cuspidata" "F15_E2" "5" "1" "0" "0" "0" "0" "Ramicaule"
"371" "RY" "F15" "E3" "517" "Stelis argentata" "F15_E3" "5" "1" "0" "0" "0" "0" "Ramicaule"
"372" "RY" "F15" "E3" "518" "Stelis argentata" "F15_E3" "5" "1" "0" "0" "0" "0" "Ramicaule"
"373" "RY" "F15" "E3" "519" "Stelis argentata" "F15_E3" "5" "1" "0" "0" "0" "0" "Ramicaule"
"374" "RY" "F15" "E3" "520" "Stelis popayanensis" "F15_E3" "5" "1" "0" "0" "0" "0" "Ramicaule"
"375" "RY" "F15" "E3" "521" "Stelis popayanensis" "F15_E3" "5" "1" "0" "0" "0" "0" "Ramicaule"
"376" "RY" "F15" "E3" "522" "Stelis popayanensis" "F15_E3" "5" "1" "0" "0" "0" "0" "Ramicaule"
"377" "RY" "F15" "E3" "523" "Lankesteriana cuspidata" "F15_E3" "5" "1" "0" "0" "0" "0" "Ramicaule"
"378" "RY" "F15" "E3" "524" "Lankesteriana cuspidata" "F15_E3" "5" "1" "0" "0" "0" "0" "Ramicaule"
"379" "RY" "F15" "E4" "525" "Cryptocentrum latifolium" "F15_E4" "3" "0" "0" "1" "0" "0" "Monopodial"
"380" "RY" "F15" "E4" "526" "Cryptocentrum latifolium" "F15_E4" "3" "0" "0" "1" "0" "0" "Monopodial"
"381" "RY" "F15" "E4" "528" "Stelis popayanensis" "F15_E4" "5" "1" "0" "0" "0" "0" "Ramicaule"
"382" "RY" "F15" "E4" "419" "Stelis argentata" "F15_E4" "5" "1" "0" "0" "0" "0" "Ramicaule"
"383" "RY" "F15" "E4" "420" "Stelis argentata" "F15_E4" "5" "1" "0" "0" "0" "0" "Ramicaule"
"384" "RY" "F15" "E4" "421" "Stelis argentata" "F15_E4" "5" "1" "0" "0" "0" "0" "Ramicaule"
"385" "RY" "F15" "E4" "422" "Stelis argentata" "F15_E4" "5" "1" "0" "0" "0" "0" "Ramicaule"
"386" "RY" "F15" "E4" "424" "Stelis spathulata" "F15_E4" "5" "1" "0" "0" "0" "0" "Ramicaule"
"387" "RY" "F15" "E4" "425" "Stelis spathulata" "F15_E4" "5" "1" "0" "0" "0" "0" "Ramicaule"
"388" "RY" "F15" "E4" "426" "Stelis spathulata" "F15_E4" "5" "1" "0" "0" "0" "0" "Ramicaule"
"389" "RY" "F15" "E5" "427" "Stelis spathulata" "F15_E5" "5" "1" "0" "0" "0" "0" "Ramicaule"
"390" "RY" "F15" "E5" "428" "Stelis spathulata" "F15_E5" "5" "1" "0" "0" "0" "0" "Ramicaule"
"391" "RY" "F15" "E5" "429" "Stelis spathulata" "F15_E5" "5" "1" "0" "0" "0" "0" "Ramicaule"
"392" "RY" "F15" "E5" "430" "Stelis spathulata" "F15_E5" "5" "1" "0" "0" "0" "0" "Ramicaule"
"393" "RY" "F15" "E5" "431" "Stelis spathulata" "F15_E5" "5" "1" "0" "0" "0" "0" "Ramicaule"
"394" "RY" "F15" "E5" "432" "Stelis argentata" "F15_E5" "5" "1" "0" "0" "0" "0" "Ramicaule"
"395" "RY" "F15" "E5" "433" "Stelis argentata" "F15_E5" "5" "1" "0" "0" "0" "0" "Ramicaule"
"396" "RY" "F15" "E5" "434" "Stelis argentata" "F15_E5" "5" "1" "0" "0" "0" "0" "Ramicaule"
"397" "RY" "F15" "E5" "435" "Stelis popayanensis" "F15_E5" "5" "1" "0" "0" "0" "0" "Ramicaule"
"398" "RY" "F15" "E5" "436" "Stelis popayanensis" "F15_E5" "5" "1" "0" "0" "0" "0" "Ramicaule"
"399" "RY" "F15" "E5" "437" "Maxillaria ochracea" "F15_E5" "4" "0" "1" "0" "0" "0" "Pseudobulb"
"400" "RY" "F15" "E5" "438" "Maxillaria ochracea" "F15_E5" "4" "0" "1" "0" "0" "0" "Pseudobulb"
"401" "RY" "F15" "E5" "439" "Stelis vulcanica" "F15_E5" "5" "1" "0" "0" "0" "0" "Ramicaule"
"402" "RY" "F15" "E5" "440" "Stelis vulcanica" "F15_E5" "5" "1" "0" "0" "0" "0" "Ramicaule"
"403" "RY" "F12" "E2" "441" "Stelis vulcanica" "F12_E2" "5" "1" "0" "0" "0" "0" "Ramicaule"
"404" "RY" "F12" "E2" "442" "Stelis spathulata" "F12_E2" "5" "1" "0" "0" "0" "0" "Ramicaule"
"405" "RY" "F12" "E2" "443" "Stelis spathulata" "F12_E2" "5" "1" "0" "0" "0" "0" "Ramicaule"
"406" "RY" "F12" "E2" "444" "Stelis spathulata" "F12_E2" "5" "1" "0" "0" "0" "0" "Ramicaule"
"407" "RY" "F12" "E4" "445" "Oncidium adelaide" "F12_E4" "4" "0" "1" "0" "0" "0" "Pseudobulb"
"408" "RY" "F12" "E4" "446" "Oncidium adelaide" "F12_E4" "4" "0" "1" "0" "0" "0" "Pseudobulb"
"409" "RY" "F12" "E4" "447" "Campylocentrum micranthum" "F12_E4" "2" "0" "0" "0" "1" "0" "Leafy stem"
"410" "RY" "F12" "E5" "449" "Epidendrum RY" "F12_E5" "1" "0" "0" "0" "0" "1" ""
"411" "RY" "F12" "E5" "450" "Stelis vulcanica" "F12_E5" "5" "1" "0" "0" "0" "0" "Ramicaule"
"412" "RY" "F16" "E2" "451" "Pleurothallis hystrix" "F16_E2" "5" "1" "0" "0" "0" "0" "Ramicaule"
"413" "RY" "F16" "E3" "452" "Pleurothallis hystrix" "F16_E3" "5" "1" "0" "0" "0" "0" "Ramicaule"
"414" "RY" "F16" "E3" "453" "Stelis argentata" "F16_E3" "5" "1" "0" "0" "0" "0" "Ramicaule"
"415" "RY" "F16" "E3" "454" "Stelis argentata" "F16_E3" "5" "1" "0" "0" "0" "0" "Ramicaule"
"416" "RY" "F16" "E3" "455" "Stelis argentata" "F16_E3" "5" "1" "0" "0" "0" "0" "Ramicaule"
"417" "RY" "F16" "E3" "456" "Cryptocentrum latifolium" "F16_E3" "3" "0" "0" "1" "0" "0" "Monopodial"
"418" "RY" "F16" "E4" "458" "Cryptocentrum latifolium" "F16_E4" "3" "0" "0" "1" "0" "0" "Monopodial"
"419" "RY" "F16" "E4" "459" "Pleurothallis hystrix" "F16_E4" "5" "1" "0" "0" "0" "0" "Ramicaule"
"420" "RY" "F16" "E4" "460" "Pleurothallis hystrix" "F16_E4" "5" "1" "0" "0" "0" "0" "Ramicaule"
"421" "RY" "F16" "E4" "461" "Pleurothallis hystrix" "F16_E4" "5" "1" "0" "0" "0" "0" "Ramicaule"
"422" "RY" "F16" "E5" "462" "Pleurothallis hystrix" "F16_E5" "5" "1" "0" "0" "0" "0" "Ramicaule"
"423" "RY" "F16" "E5" "463" "Stelis spathulata" "F16_E5" "5" "1" "0" "0" "0" "0" "Ramicaule"
"424" "RY" "F16" "E5" "464" "Stelis spathulata" "F16_E5" "5" "1" "0" "0" "0" "0" "Ramicaule"
"425" "RY" "F16" "E5" "465" "Stelis spathulata" "F16_E5" "5" "1" "0" "0" "0" "0" "Ramicaule"
"426" "RY" "F16" "E5" "466" "Stelis argentata" "F16_E5" "5" "1" "0" "0" "0" "0" "Ramicaule"
"427" "RY" "F16" "E5" "467" "Stelis popayanensis" "F16_E5" "5" "1" "0" "0" "0" "0" "Ramicaule"
"428" "RY" "F18" "E1" "468" "Stelis argentata" "F18_E1" "5" "1" "0" "0" "0" "0" "Ramicaule"
"429" "RY" "F18" "E1" "469" "Stelis argentata" "F18_E1" "5" "1" "0" "0" "0" "0" "Ramicaule"
"430" "RY" "F18" "E1" "470" "Stelis argentata" "F18_E1" "5" "1" "0" "0" "0" "0" "Ramicaule"
"431" "RY" "F18" "E1" "471" "Stelis spathulata" "F18_E1" "5" "1" "0" "0" "0" "0" "Ramicaule"
"432" "RY" "F18" "E2" "472" "Stelis spathulata" "F18_E2" "5" "1" "0" "0" "0" "0" "Ramicaule"
"433" "RY" "F18" "E2" "473" "Stelis spathulata" "F18_E2" "5" "1" "0" "0" "0" "0" "Ramicaule"
"434" "RY" "F18" "E2" "474" "Stelis spathulata" "F18_E2" "5" "1" "0" "0" "0" "0" "Ramicaule"
"435" "RY" "F18" "E3" "475" "Stelis spathulata" "F18_E3" "5" "1" "0" "0" "0" "0" "Ramicaule"
