"site" "tree" "height" "id" "sp" "sample" "code_habit1" "Ramicaule" "Pseudobulb" "Monopodial" "LeafyStem" "empty" "habit1"
"436" "RY" "F18" "E3" "476" "Stelis spathulata" "F18_E3" "5" "1" "0" "0" "0" "0" "Ramicaule"
"437" "RY" "F18" "E3" "477" "Stelis spathulata" "F18_E3" "5" "1" "0" "0" "0" "0" "Ramicaule"
"438" "RY" "F18" "E3" "478" "Stelis argentata" "F18_E3" "5" "1" "0" "0" "0" "0" "Ramicaule"
"439" "RY" "F18" "E3" "479" "Stelis argentata" "F18_E3" "5" "1" "0" "0" "0" "0" "Ramicaule"
"440" "RY" "F18" "E3" "480" "Stelis argentata" "F18_E3" "5" "1" "0" "0" "0" "0" "Ramicaule"
"441" "RY" "F18" "E3" "481" "Stelis argentata" "F18_E3" "5" "1" "0" "0" "0" "0" "Ramicaule"
"442" "RY" "F18" "E4" "482" "Campylocentrum micranthum" "F18_E4" "2" "0" "0" "0" "1" "0" "Leafy stem"
"443" "RY" "F18" "E4" "483" "Campylocentrum micranthum" "F18_E4" "2" "0" "0" "0" "1" "0" "Leafy stem"
"444" "RY" "F18" "E4" "485" "Campylocentrum micranthum" "F18_E4" "2" "0" "0" "0" "1" "0" "Leafy stem"
"445" "RY" "F18" "E5" "486" "Campylocentrum micranthum" "F18_E5" "2" "0" "0" "0" "1" "0" "Leafy stem"
"446" "RY" "F18" "E5" "487" "Campylocentrum micranthum" "F18_E5" "2" "0" "0" "0" "1" "0" "Leafy stem"
"447" "RY" "F18" "E5" "488" "Campylocentrum micranthum" "F18_E5" "2" "0" "0" "0" "1" "0" "Leafy stem"
"448" "RY" "F18" "E5" "489" "Campylocentrum micranthum" "F18_E5" "2" "0" "0" "0" "1" "0" "Leafy stem"
"449" "RY" "F18" "E5" "490" "Oncidium adelaide" "F18_E5" "4" "0" "1" "0" "0" "0" "Pseudobulb"
"450" "RY" "F17" "E1" "491" "Pleurothallis hystrix" "F17_E1" "5" "1" "0" "0" "0" "0" "Ramicaule"
"451" "RY" "F17" "E1" "492" "Pleurothallis hystrix" "F17_E1" "5" "1" "0" "0" "0" "0" "Ramicaule"
"452" "RY" "F17" "E1" "493" "Pleurothallis hystrix" "F17_E1" "5" "1" "0" "0" "0" "0" "Ramicaule"
"453" "RY" "F17" "E1" "494" "Stelis argentata" "F17_E1" "5" "1" "0" "0" "0" "0" "Ramicaule"
"454" "RY" "F17" "E4" "495" "Maxillaria ochracea" "F17_E4" "4" "0" "1" "0" "0" "0" "Pseudobulb"
"455" "RY" "F17" "E4" "496" "Maxillaria ochracea" "F17_E4" "4" "0" "1" "0" "0" "0" "Pseudobulb"
"456" "RY" "F17" "E4" "497" "Maxillaria ochracea" "F17_E4" "4" "0" "1" "0" "0" "0" "Pseudobulb"
"457" "RY" "F17" "E4" "498" "Stelis spathulata" "F17_E4" "5" "1" "0" "0" "0" "0" "Ramicaule"
"458" "RY" "F17" "E4" "499" "Stelis spathulata" "F17_E4" "5" "1" "0" "0" "0" "0" "Ramicaule"
"459" "RY" "F17" "E4" "500" "Stelis argentata" "F17_E4" "5" "1" "0" "0" "0" "0" "Ramicaule"
"460" "RY" "F17" "E4" "501" "Stelis popayanensis" "F17_E4" "5" "1" "0" "0" "0" "0" "Ramicaule"
"461" "RY" "F17" "E4" "502" "Stelis popayanensis" "F17_E4" "5" "1" "0" "0" "0" "0" "Ramicaule"
"462" "RY" "F17" "E3" "503" "Epidendrum RY" "F17_E3" "1" "0" "0" "0" "0" "1" ""
"463" "RY" "F17" "E3" "504" "Maxillaria ochracea" "F17_E3" "4" "0" "1" "0" "0" "0" "Pseudobulb"
"464" "RY" "F17" "E3" "505" "Maxillaria ochracea" "F17_E3" "4" "0" "1" "0" "0" "0" "Pseudobulb"
"465" "RY" "F17" "E3" "506" "Maxillaria ochracea" "F17_E3" "4" "0" "1" "0" "0" "0" "Pseudobulb"
"466" "RY" "F17" "E3" "507" "Oncidium pictum" "F17_E3" "4" "0" "1" "0" "0" "0" "Pseudobulb"
"467" "RY" "F17" "E3" "508" "Stelis argentata" "F17_E3" "5" "1" "0" "0" "0" "0" "Ramicaule"
"468" "RY" "F17" "E3" "509" "Stelis argentata" "F17_E3" "5" "1" "0" "0" "0" "0" "Ramicaule"
"469" "RY" "F17" "E2" "529" "Maxillaria ochracea" "F17_E2" "4" "0" "1" "0" "0" "0" "Pseudobulb"
"470" "RY" "F17" "E2" "530" "Stelis argentata" "F17_E2" "5" "1" "0" "0" "0" "0" "Ramicaule"
"471" "RY" "F17" "E2" "531" "Stelis argentata" "F17_E2" "5" "1" "0" "0" "0" "0" "Ramicaule"
"472" "RY" "F17" "E2" "532" "Stelis argentata" "F17_E2" "5" "1" "0" "0" "0" "0" "Ramicaule"
