Loc,Tree,Elev,FileName,GF,Op,CI1,CI2,DSF,ISF,TSF,DirA,DifA,TotA,DirB,DifB,TotB
RNBY,F16,E3,F16E3_W_DSCN1496.JPG,13.01,13.18,0.49,0.78,0.1059,0.1441,0.1189,27.18,14.14,41.32,2.88,2.04,4.91
RNBY,F16,E4,F16E4_E_DSCN1493_Edit.TIF,15.49,15.63,0.54,0.773,0.1611,0.1643,0.1622,27.18,14.14,41.32,4.38,2.32,6.7
RNBY,F16,E4,F16E4_S_DSCN1492.JPG,16.7,16.81,0.48,0.695,0.1215,0.1695,0.138,27.18,14.14,41.32,3.3,2.4,5.7
RNBY,F16,E4,F16E4_W_DSCN1491.JPG,12.94,13.09,0.45,0.765,0.1026,0.1386,0.1149,27.18,14.14,41.32,2.79,1.96,4.75
RNBY,F16,E5,F16E5_S_DSCN1486.JPG,13.49,13.54,0.42,0.768,0.1469,0.134,0.1425,27.18,14.14,41.32,3.99,1.89,5.89
RNBY,F16,E5,F16E5_W_DSCN1487.JPG,13.78,13.85,0.49,0.803,0.1478,0.1396,0.145,27.18,14.14,41.32,4.02,1.97,5.99
RNBY,F17,E1,F17E1_E_DSCN1520.JPG,10.58,10.86,0.44,0.822,0.2173,0.1374,0.19,27.18,14.14,41.32,5.91,1.94,7.85
RNBY,F17,E1,F17E1_N_DSCN1521.JPG,9.59,9.88,0.53,0.797,0.1216,0.1313,0.125,27.18,14.14,41.32,3.31,1.86,5.16
RNBY,F17,E2,F17E2_E_DSCN1530.JPG,10.57,10.89,0.41,0.771,0.0781,0.1409,0.0996,27.18,14.14,41.32,2.12,1.99,4.12
RNBY,F17,E2,F17E2_S_DSCN1529.JPG,10.17,10.47,0.47,0.798,0.1203,0.1374,0.1262,27.18,14.14,41.32,3.27,1.94,5.21
RNBY,F17,E2,F17E2_W_DSCN1528.JPG,11.59,11.9,0.33,0.71,0.0951,0.1514,0.1144,27.18,14.14,41.32,2.59,2.14,4.73
RNBY,F17,E3,F17E3_E_DSCN1525.JPG,12.01,12.33,0.46,0.773,0.1835,0.1587,0.175,27.18,14.14,41.32,4.99,2.24,7.23
RNBY,F17,E3,F17E3_S_DSCN1526.JPG,10.72,11.03,0.43,0.787,0.1279,0.142,0.1327,27.18,14.14,41.32,3.48,2.01,5.49
RNBY,F17,E3,F17E3_W_DSCN1527.JPG,11,11.23,0.37,0.769,0.0379,0.129,0.0691,27.18,14.14,41.32,1.03,1.82,2.85
RNBY,F17,E4,F17E4_W_DSCN1524_edit.TIF,15.45,15.71,0.69,0.701,0.1058,0.1702,0.1278,27.18,14.14,41.32,2.88,2.41,5.28
RNBY,F17,E4,F17E4_E_DSCN1522.JPG,12.21,12.51,0.41,0.739,0.211,0.1558,0.1921,27.18,14.14,41.32,5.74,2.2,7.94
RNBY,F17,E4,F17E4_S_DSCN1523.JPG,12.69,12.97,0.35,0.727,0.0955,0.1509,0.1145,27.18,14.14,41.32,2.6,2.13,4.73
RNBY,F18,E1,F18E1_E_DSCN1506.JPG,8.77,8.9,0.38,0.773,0.0462,0.1015,0.0651,27.18,14.14,41.32,1.26,1.43,2.69
RNBY,F18,E1,F18E1_S_DSCN1505.JPG,8.95,9.15,0.34,0.746,0.0316,0.1112,0.0588,27.18,14.14,41.32,0.86,1.57,2.43
RNBY,F18,E1,F18E1_W_DSCN1504.JPG,9.13,9.55,0.39,0.745,0.1914,0.145,0.1756,27.18,14.14,41.32,5.2,2.05,7.25
RNBY,F18,E2,F18E2_E_DSCN1507.JPG,10.36,10.73,0.36,0.758,0.3039,0.1473,0.2503,27.18,14.14,41.32,8.26,2.08,10.34
RNBY,F18,E2,F18E2_N_DSCN1508.JPG,9.71,10.06,0.34,0.774,0.0653,0.1422,0.0916,27.18,14.14,41.32,1.78,2.01,3.79
RNBY,F18,E2,F18E2_W_DSCN1509.JPG,8.63,8.99,0.34,0.793,0.1099,0.1313,0.1172,27.18,14.14,41.32,2.99,1.86,4.84
RNBY,F18,E3,F18E3_E_DSCN1512.JPG,11.22,11.56,0.36,0.715,0.181,0.1517,0.171,27.18,14.14,41.32,4.92,2.14,7.07
RNBY,F18,E3,F18E3_N_DSCN1511.JPG,10.27,10.76,0.34,0.713,0.3659,0.1638,0.2968,27.18,14.14,41.32,9.95,2.32,12.26
RNBY,F18,E3,F18E3_W_DSCN1510.JPG,11.32,11.79,0.32,0.737,0.3411,0.1748,0.2842,27.18,14.14,41.32,9.27,2.47,11.74
RNBY,F18,E4,F18E4_E_DSCN1514.JPG,13.16,13.67,0.34,0.698,0.3263,0.1911,0.28,27.18,14.14,41.32,8.87,2.7,11.57
RNBY,F18,E4,F18E4_N_DSCN1515.JPG,12.83,13.34,0.34,0.709,0.3778,0.1891,0.3132,27.18,14.14,41.32,10.27,2.67,12.94
RNBY,F18,E4,F18E4_W_DSCN1516.JPG,11.44,11.98,0.36,0.758,0.3052,0.1815,0.2629,27.18,14.14,41.32,8.3,2.57,10.86
RNBY,F18,E5,F18E5_E_DSCN1519.JPG,14.49,14.92,0.38,0.712,0.3229,0.1911,0.2778,27.18,14.14,41.32,8.78,2.7,11.48
RNBY,F18,E5,F18E5_N_DSCN1518.JPG,14.33,14.76,0.33,0.709,0.2882,0.19,0.2546,27.18,14.14,41.32,7.84,2.69,10.52
RNBY,F18,E5,F18E5_W_DSCN1517.JPG,13.25,13.76,0.38,0.725,0.3326,0.1882,0.2832,27.18,14.14,41.32,9.04,2.66,11.7
