date,tree,orch_i,strat_h,orch_sp_paleo,loc,tree_id,strat_id,orch_id,orch_sp_nhoc,LA,LDM,LFM,LT,SLA,NFU,LLU,NL,fertile,habit1,habit2,habit1_txt,habit2_txt
2017,79,467,10,Stelis sp.,RY,T16,E5,467,Stelis popayanensis,6.434,0.1168,0.76,1.45,55.08561644,7,10.3,7,0,2,1,Ramicaule,Erect
2017,82,468,1,Stelis argentata,RY,T18,E1,468,Stelis argentata,12.927,0.0578,0.88,0.746666667,223.650519,13,13.8,13,0,2,1,Ramicaule,Erect
2017,82,469,1,Stelis argentata,RY,T18,E1,469,Stelis argentata,12.551,0.0765,0.92,0.81,164.0653595,10,17.2,10,0,2,1,Ramicaule,Erect
2017,82,470,1,Stelis argentata,RY,T18,E1,470,Stelis argentata,14.143,0.0855,1.14,0.813333333,165.4152047,11,18.2,11,0,2,1,Ramicaule,Erect
2017,82,471,1,Stelis spathulata,RY,T18,E1,471,Stelis spathulata,4.607,0.0271,0.29,0.763333333,170,13,12.3,13,0,2,1,Ramicaule,Erect
2017,82,472,3,Stelis spathulata,RY,T18,E2,472,Stelis spathulata,7.004,0.0349,0.53,0.856666667,200.6876791,6,11.4,6,0,2,1,Ramicaule,Erect
2017,82,473,3,Stelis spathulata,RY,T18,E2,473,Stelis spathulata,3.46,0.0224,0.24,0.696666667,154.4642857,8,11.4,8,0,2,1,Ramicaule,Erect
2017,82,474,3,Stelis spathulata,RY,T18,E2,474,Stelis spathulata,2.763,0.0133,0.18,0.706666667,207.7443609,6,6.9,6,0,2,1,Ramicaule,Erect
2017,82,475,6,Stelis spathulata,RY,T18,E3,475,Stelis spathulata,5.149,0.0416,0.4,0.816666667,123.7740385,13,11.5,13,1,2,1,Ramicaule,Erect
2017,82,476,6,Stelis spathulata,RY,T18,E3,476,Stelis spathulata,3.377,0.0262,0.26,0.863333333,128.8931298,7,10.2,7,0,2,1,Ramicaule,Erect
2017,82,477,6,Stelis spathulata,RY,T18,E3,477,Stelis spathulata,3.49,0.027,0.28,0.84,129.2592593,41,12.1,41,0,2,1,Ramicaule,Erect
2017,82,478,6,Stelis argentata,RY,T18,E3,478,Stelis argentata,19.61,0.1755,1.87,1.023333333,111.7378917,5,18,5,0,2,1,Ramicaule,Erect
2017,82,479,6,Stelis argentata,RY,T18,E3,479,Stelis argentata,25.466,0.1158,1.88,0.823333333,219.9136442,8,18.3,8,0,2,1,Ramicaule,Erect
2017,82,480,6,Stelis argentata,RY,T18,E3,480,Stelis argentata,7.529,0.0617,0.67,1.026666667,122.0259319,8,10,8,1,2,1,Ramicaule,Erect
2017,82,481,6,Stelis argentata,RY,T18,E3,481,Stelis argentata,12.77,0.0842,0.95,0.82,151.6627078,8,15.4,8,0,2,1,Ramicaule,Erect
2017,82,482,8,Campylocentrum micranthum,RY,T18,E4,482,Campylocentrum micranthum,0.749,0.0097,0.06,1.086666667,77.21649485,1,21.5,11,0,4,2,Leafy stem,Scandent
2017,82,483,8,Campylocentrum micranthum,RY,T18,E4,483,Campylocentrum micranthum,0.75,0.0115,0.05,0.9,65.2173913,1,11,7,0,4,2,Leafy stem,Scandent
2017,82,485,8,Campylocentrum micranthum,RY,T18,E4,485,Campylocentrum micranthum,0.695,0.0087,0.06,0.966666667,79.88505747,1,6,6,0,4,2,Leafy stem,Scandent
2017,82,486,10,Campylocentrum micranthum,RY,T18,E5,486,Campylocentrum micranthum,1.043,0.0124,0.08,0.986666667,84.11290323,1,10,4,0,4,2,Leafy stem,Scandent
2017,82,487,10,Campylocentrum micranthum,RY,T18,E5,487,Campylocentrum micranthum,0.973,0.0159,0.09,0.99,61.19496855,1,12,9,0,4,2,Leafy stem,Scandent
2017,82,488,10,Campylocentrum micranthum,RY,T18,E5,488,Campylocentrum micranthum,1.372,0.0179,0.13,1.156666667,76.64804469,1,8.7,6,0,4,2,Leafy stem,Scandent
2017,82,489,10,Campylocentrum micranthum,RY,T18,E5,489,Campylocentrum micranthum,1.286,0.0125,0.09,1.073333333,102.88,1,10.5,8,0,4,2,Leafy stem,Scandent
2017,82,490,10,Oncidium heteranthum,RY,T18,E5,490,Oncidium adelaide,11.122,0.0579,0.33,0.246666667,192.08981,3,11.6,6,0,3,1,Pseudobulbs_Single internode,Erect
2017,81,491,1,Pleurothallis hystrix,RY,T17,E1,491,Pleurothallis hystrix,1.794,0.0147,0.15,0.943333333,122.0408163,9,10.1,9,0,1,3,Stemmed,Reptant
2017,81,492,1,Pleurothallis hystrix,RY,T17,E1,492,Pleurothallis hystrix,5.436,0.0421,0.41,0.89,129.1211401,8,11,8,0,1,3,Stemmed,Reptant
2017,81,493,1,Pleurothallis hystrix,RY,T17,E1,493,Pleurothallis hystrix,5.102,0.0341,0.34,0.72,149.6187683,8,12,8,0,1,3,Stemmed,Reptant
2017,81,494,1,Stelis argentata,RY,T17,E1,494,Stelis argentata,14.372,0.0908,1.34,1.04,158.2819383,7,17.5,7,0,2,1,Ramicaule,Erect
2017,81,495,8,Maxillaria ochracea,RY,T17,E4,495,Maxillaria ochracea,14.815,0.1152,1.03,0.666666667,128.6024306,6,19,17,0,3,2,Pseudobulbs_Single internode,Scandent
2017,81,496,8,Maxillaria ochracea,RY,T17,E4,496,Maxillaria ochracea,22.683,0.1855,1.72,0.75,122.2803235,3,14.2,7,0,3,2,Pseudobulbs_Single internode,Scandent
2017,81,497,8,Maxillaria ochracea,RY,T17,E4,497,Maxillaria ochracea,15.434,0.1517,1.25,0.81,101.7402769,3,8,3,0,3,2,Pseudobulbs_Single internode,Scandent
2017,81,498,8,Stelis spathulata,RY,T17,E4,498,Stelis spathulata,2.317,0.0207,0.12,0.496666667,111.9323671,11,7.3,11,0,2,1,Ramicaule,Erect
2017,81,499,8,Stelis spathulata,RY,T17,E4,499,Stelis spathulata,4.5,0.0286,0.32,0.676666667,157.3426573,10,11.3,10,0,2,1,Ramicaule,Erect
2017,81,500,8,Stelis argentata,RY,T17,E4,500,Stelis argentata,3.347,0.0163,0.21,0.68,205.3374233,6,7.5,6,0,2,1,Ramicaule,Erect
2017,81,501,8,Stelis sp.,RY,T17,E4,501,Stelis popayanensis,3.446,0.0403,0.26,0.863333333,85.50868486,4,14,4,0,2,1,Ramicaule,Erect
2017,81,502,8,Stelis sp.,RY,T17,E4,502,Stelis popayanensis,2.014,0.0226,0.13,0.75,89.11504425,5,8.5,5,0,2,1,Ramicaule,Erect
2017,81,503,8,Epidendrum RY,RY,T17,E4,503,Epidendrum RY,47.027,0.9662,6.5,1.64,48.67211757,,,,,,,,
2017,81,504,6,Maxillaria ochracea,RY,T17,E3,504,Maxillaria ochracea,28.974,0.2228,2.42,0.826666667,130.0448833,23,16.5,23,0,3,2,Pseudobulbs_Single internode,Scandent
2017,81,505,6,Maxillaria ochracea,RY,T17,E3,505,Maxillaria ochracea,23.139,0.208,2.46,1.116666667,111.2451923,12,19,12,0,3,2,Pseudobulbs_Single internode,Scandent
2017,81,506,6,Maxillaria ochracea,RY,T17,E3,506,Maxillaria ochracea,19.285,0.1683,1.48,0.796666667,114.5870469,4,14,4,0,3,2,Pseudobulbs_Single internode,Scandent
2017,81,507,6,Oncidium pictum,RY,T17,E3,507,Oncidium pictum,62.023,0.5475,2.98,0.473333333,113.2840183,4,33.4,4,0,3,1,Pseudobulbs_Single internode,Erect
2017,81,508,6,Stelis argentata,RY,T17,E3,508,Stelis argentata,14.348,0.1133,1.33,1.003333333,126.6372462,12,16,12,0,2,1,Ramicaule,Erect
2017,81,509,6,Stelis argentata,RY,T17,E3,509,Stelis argentata,6.021,0.0416,0.57,1.19,144.7355769,3,9.5,3,0,2,1,Ramicaule,Erect
2017,81,529,3,Maxillaria ochracea,RY,T17,E2,529,Maxillaria ochracea,23.825,0.2111,2.28,1.056666667,112.8612032,7,37,7,0,3,2,Pseudobulbs_Single internode,Scandent
2017,81,530,3,Stelis argentata,RY,T17,E2,530,Stelis argentata,11.482,0.0727,0.83,0.773333333,157.9367263,14,12,14,0,2,1,Ramicaule,Erect
2017,81,531,3,Stelis argentata,RY,T17,E2,531,Stelis argentata,4.594,0.0287,0.33,0.803333333,160.0696864,10,10,10,0,2,1,Ramicaule,Erect
2017,81,532,3,Stelis argentata,RY,T17,E2,532,Stelis argentata,8.526,0.0478,0.61,0.786666667,178.3682008,10,7.5,10,0,2,1,Ramicaule,Erect
